Price,Year,Mileage_in_KM,Transmission,City,Fuel_Type,Title
795000,2021,160000,Automatic,Cairo,Gas,Chevrolet Captiva 2021
650000,2012,250000,Automatic,Ismailia,Gas,Kia Carens 2012
650000,2021,84000,Manual,"Maadi, Cairo",Gas,Peugeot 301 2021
225000,2001,230000,Automatic,Alexandria,Gas,Daewoo Nubira 2001
1630000,2023,14000,Automatic,"El Haram, Giza",Gas,Honda HRV 2023
650000,2014,300000,Automatic,"Shibin el Kom , Monufia",Gas,Kia Cerato 2014
390000,2016,203700,Manual,"Hadayek October, Giza",Gas,Hyundai Verna 2016
435000,2008,380000,Automatic,"Sadat City, Monufia",Gas,Other Other 2008
600000,2012,140000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Volkswagen Golf 6 2012
690000,2021,112000,Automatic,"Maadi, Cairo",Gas,Opel Astra 2021
1500000,2013,106000,Automatic,"Madinaty, Cairo",Gas,Jeep Wrangler 2013
2400000,2015,163000,Automatic,"Madinaty, Cairo",Gas,BMW X5 2015
2950000,2024,18000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2024
1500000,2013,106000,Automatic,"Madinaty, Cairo",Gas,Jeep Wrangler 2013
3600000,2023,650,Automatic,"Nasr city, Cairo",Gas,BMW 520 2023
3250000,2023,0,Automatic,Mercedes,Gas,Mercedes C 180 2023
4100000,2025,0,Automatic,Mercedes,Gas,Mercedes C 200 2025
6250000,2024,0,Automatic,Land Rover,Gas,Land Rover Velar 2024
1000000,2019,175000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Honda Civic 2019
1200000,2026,0,Automatic,Seat,Gas,Seat Ibiza 2026
4500000,2024,0,Automatic,Mercedes,Gas,Mercedes E 200 2024
600000,2012,220000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Volkswagen Golf 6 2012
680000,2016,216000,Automatic,"Madinaty, Cairo",Gas,Subaru XV 2016
420000,2007,218000,Automatic,"Sadat City, Monufia",Gas,Volkswagen Jetta 2007
980000,2022,152800,Automatic,"Bilbeis, Sharqia",Gas,Hyundai Elantra CN7 2022
310000,2007,185000,Automatic,"El Qanater El Khayreya, Qalyubia",Gas,Peugeot 307 SW 2007
270000,2005,284000,Automatic,Cairo,Gas,Kia Rio 2005
240000,2005,221000,Manual,"El Haram, Giza",Gas,Daewoo Lanos 2005
55000,1991,100000,Manual,"Mohandessin, Giza",Gas,Fiat Tipo 1991
480000,2016,200000,Automatic,"6 October, Giza",Gas,Mitsubishi Lancer EX Shark 2016
220000,2008,100000,Manual,"Maadi, Cairo",Gas,Changan CS 85 2008
1700000,2025,0,Automatic,Hyundai Elantra CN7,Gas,Hyundai Elantra CN7 2025
450000,2000,400000,Automatic,Alexandria,Gas,Mercedes 180 2000
218000,2011,245000,Manual,"Banha, Qalyubia",Gas,Speranza A516 2011
370000,2011,78000,Manual,Alexandria,Gas,Kia Rio 2011
1950000,2020,220000,Automatic,"Nasr city, Cairo",Gas,Mercedes C 180 2020
2800000,2018,82000,Automatic,"Nasr city, Cairo",Gas,Mercedes E 200 2018
780000,2015,160000,Automatic,"Nasr city, Cairo",Gas,Ford Kuga 2015
180000,1999,130000,Manual,"6 October, Giza",Gas,Renault 19 1999
500000,2006,185000,Automatic,"Obour City, Cairo",Gas,Volkswagen Passat 2006
990000,2009,186000,Automatic,"6 October, Giza",Gas,Mercedes C 280 2009
430000,2011,230000,Automatic,"Khanka, Qalyubia",Gas,Seat Leon 2011
650000,2008,137000,Automatic,"Zagazig, Sharqia",Gas,BMW 525 2008
870000,2022,34000,Automatic,"Mansoura, Dakahlia",Gas,Fiat Tipo 2022
280000,2012,167000,Manual,"Shobra, Cairo",Gas,Chevrolet Lanos 2012
865000,2018,99000,Automatic,"Sheikh Zayed City, Giza",Gas,Renault Kadjar 2018
160000,2001,145000,Automatic,"Hadayek October, Giza",Gas,Kia Pride 2001
2200000,2022,10000,Automatic,"Madinaty, Cairo",Gas,Peugeot 508 2022
1500000,2017,140000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 320 2017
480000,2021,115000,Automatic,"Heliopolis, Cairo",Gas,Renault Logan 2021
4500000,2024,33000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes GLC 200 2024
5000000,2024,10000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 200 2024
550000,2016,48000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Hyundai Grand i10 2016
4600000,2024,0,Automatic,Jaguar,Gas,Jaguar F-Pace 2024
1300000,2024,40000,Automatic,"Heliopolis, Cairo",Gas,Citroën C5 2024
1700000,2024,0,Automatic,Opel,Gas,Opel Grandland 2024
5500000,2024,0,Automatic,Porsche,Gas,Porsche Boxster 2024
1650000,2026,0,Automatic,Kia,Gas,Kia K4 2026
3280000,2025,0,Automatic,Mercedes,Gas,Mercedes C 180 2025
3650000,2021,30000,Automatic,"Heliopolis, Cairo",Gas,Mercedes E 200 2021
1000000,2018,80000,Automatic,"Maadi, Cairo",Gas,Jeep Renegade 2018
995000,2026,0,CVT,Chery,Gas,Chery Tiggo 4 Pro 2026
590000,2019,51000,Automatic,"Maadi, Cairo",Gas,Peugeot 301 2019
675000,2015,188000,Automatic,"Heliopolis, Cairo",Gas,Mazda 3 2015
4150000,2026,0,Automatic,Mercedes,Gas,Mercedes C 200 2026
2850000,2022,29000,Automatic,"Heliopolis, Cairo",Gas,Mercedes C 180 2022
1700000,2021,81000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mini Cooper 2021
770000,2024,34000,Automatic,"Nasr city, Cairo",Gas,Chery Tiggo 3 2024
540000,2013,181000,Automatic,"Heliopolis, Cairo",Gas,Mitsubishi Lancer 2013
1350000,2024,29000,Automatic,Faiyum,Gas,Toyota Corolla 2024
4550000,2020,59000,Automatic,"Maadi, Cairo",Gas,Porsche Cayenne 2020
3650000,2021,73000,Automatic,"Nasr city, Cairo",Gas,Mercedes E 300 2021
5000000,2020,45000,Automatic,"Nasr city, Cairo",Gas,Land Rover Range Rover Sport 2020
875000,2021,46000,Automatic,Alexandria,Gas,Peugeot 2008 2021
630000,2021,72000,Automatic,"Heliopolis, Cairo",Gas,Hyundai Accent RB 2021
580000,2012,2000,Automatic,El Minya,Gas,Kia Cerato 2012
540000,2018,160000,Automatic,Alexandria,Gas,Peugeot 301 2018
280000,,,,"10th of Ramadan, Cairo",,Hyundai Verna 2006
1900000,2015,165000,Automatic,"Nasr city, Cairo",Gas,Mercedes E 200 2015
1250000,2022,94000,Automatic,"Tagamo3 - New Cairo, Cairo",Electric,Volkswagen ID 6 2022
650000,2016,235000,Automatic,Cairo,Gas,Mazda 3 2016
560000,2013,60000,Automatic,Cairo,Gas,Kia Picanto 2013
1530,2022,90000,Automatic,Damietta,Gas,Kia Sportage 2022
1460000,2021,152000,Automatic,"El Haram, Giza",Gas,Kia Sportage 2021
660000,2014,268210,Automatic,"Heliopolis, Cairo",Gas,Toyota Corolla 2014
600000,2016,147000,Automatic,Cairo,Gas,Citroën C4 2016
1600000,2014,65000,Automatic,Alexandria,Gas,Mercedes A Class 2014
12000000,2024,100000,Automatic,Giza,Gas,Mercedes SLS AMG 2024
110000,,,,"Mohandessin, Giza",,Volkswagen Beetle 1983
525000,2010,250000,Automatic,Kafr el-Sheikh,Gas,Kia Cerato 2010
